date,available_cash,holding_value,assets_value,position_count,pct_returns,pnl_daily_net,cumsum,benchmark_pct,benchmark
2021-03-01 00:00:00+08:00,55800.0,0.0,55800.0,0,,,,,
2021-03-01 00:05:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.005138957481355622,0.005138957481355622
2021-03-01 00:10:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.004517949182461178,0.0096569066638168
2021-03-01 00:15:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.015386070325764667,0.025042976989581467
2021-03-01 00:20:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.0003201352972341809,0.025363112286815648
2021-03-01 00:25:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.0007095721433713065,0.02465354014344434
2021-03-01 00:30:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.007221670037198313,0.031875210180642655
2021-03-01 00:35:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.001177843125064082,0.030697367055578573
2021-03-01 00:40:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.0041179430229522085,0.026579424032626364
2021-03-01 00:45:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.0012995992631927855,0.02527982476943358
2021-03-01 00:50:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.0032238825880455124,0.02850370735747909
2021-03-01 00:55:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.002351157910733259,0.026152549446745832
2021-03-01 01:00:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.002256519706195892,0.02389602974054994
2021-03-01 01:05:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.00019972719130656458,0.024095756931856505
2021-03-01 01:10:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.0017490526777720339,0.02234670425408447
2021-03-01 01:15:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.0017475561146653718,0.024094260368749842
2021-03-01 01:20:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.00019101554792833042,0.024285275916678173
2021-03-01 01:25:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.0003615812546565733,0.0239236946620216
2021-03-01 01:30:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.003150017467568933,0.027073712129590533
2021-03-01 01:35:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.001554714739460894,0.02551899739012964
2021-03-01 01:40:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.000906741388392529,0.026425738778522168
2021-03-01 01:45:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.0013662345809202225,0.02779197335944239
2021-03-01 01:50:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.0009159168857271194,0.02687605647371527
2021-03-01 01:55:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.0019065941823580568,0.024969462291357214
2021-03-01 02:00:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.0023928860705912935,0.027362348361948508
2021-03-01 02:05:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.00028051345632551516,0.027642861818274023
2021-03-01 02:10:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.002233323906288165,0.029876185724562188
2021-03-01 02:15:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.0018332074404423526,0.028042978284119835
2021-03-01 02:20:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.007618846050847061,0.035661824334966896
2021-03-01 02:25:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-7.565953466592834e-05,0.03558616480030097
2021-03-01 02:30:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.0002467159026726673,0.035832880702973635
2021-03-01 02:35:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.001892879276604309,0.033940001426369326
2021-03-01 02:40:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.00010176908594394796,0.03383823234042538
2021-03-01 02:45:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.0009316898887705705,0.03290654245165481
2021-03-01 02:50:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.0012852503551633587,0.03162129209649145
2021-03-01 02:55:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.0010445875772842061,0.030576704519207243
2021-03-01 03:00:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.00023438395366093268,0.030811088472868176
2021-03-01 03:05:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.0026392168585953613,0.028171871614272814
2021-03-01 03:10:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.001723032139224534,0.02989490375349735
2021-03-01 03:15:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.001966038834871897,0.031860942588369245
2021-03-01 03:20:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.0010109966051253805,0.030849945983243865
2021-03-01 03:25:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.0015952394797542624,0.03244518546299813
2021-03-01 03:30:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.002199932610802424,0.030245252852195703
2021-03-01 03:35:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.0015761687763423682,0.028669084075853335
2021-03-01 03:40:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-5.460763229070409e-05,0.02861447644356263
2021-03-01 03:45:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.00036738049718976207,0.028981856940752393
2021-03-01 03:50:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.0012447942076179164,0.03022665114837031
2021-03-01 03:55:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.001429442683292037,0.028797208465078272
2021-03-01 04:00:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.002398116209793688,0.03119532467487196
2021-03-01 04:05:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.000537596326518397,0.030657728348353563
2021-03-01 04:10:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.0021030741114441698,0.028554654236909394
2021-03-01 04:15:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.004680852992851037,0.023873801244058357
2021-03-01 04:20:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.0011529440086927023,0.022720857235365655
2021-03-01 04:25:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.002393665471787987,0.02511452270715364
2021-03-01 04:30:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.00011133944602770285,0.02500318326112594
2021-03-01 04:35:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,-0.0012151215803988258,0.023788061680727113
2021-03-01 04:40:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.0033869152067396158,0.02717497688746673
2021-03-01 04:45:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.0031986562919839034,0.030373633179450632
2021-03-01 04:50:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.00039411291410407223,0.030767746093554704
2021-03-01 04:55:00+08:00,55800.0,0.0,55800.0,0,0.0,0.0,0.0,0.0006896951319199651,0.03145744122547467
