code,id,price,stop_price,updated_at,asset_type,order_type,currency,quantity,pnl,pnl_net,exit_at,exit_price
ENJ/USDT,1,2.14689,,2021-03-13 05:20:00+08:00,Crypto,OrderType.MARKET,USD,25761.8,404.9754959999989,-55.744214,2021-03-13 05:40:00+08:00,2.16261
ENJ/USDT,1,2.14689,,2021-03-13 05:20:00+08:00,Crypto,OrderType.MARKET,USD,203.29999999999927,5.248392799999949,-55.744214,2021-03-13 05:45:00+08:00,2.172706
ENJ/USDT,5,2.11325,,2021-03-13 06:00:00+08:00,Crypto,OrderType.MARKET,USD,26008.0,1024.6111679999997,-56.042122,2021-03-13 06:25:00+08:00,2.152646
ENJ/USDT,5,2.11325,,2021-03-13 06:00:00+08:00,Crypto,OrderType.MARKET,USD,511.4,12.999787999999999,-56.042122,2021-03-13 06:35:00+08:00,2.13867
ENJ/USDT,5,2.11325,,2021-03-13 06:00:00+08:00,Crypto,OrderType.MARKET,USD,1.4779288903810084e-12,2.132208010152676e-14,-56.042122,2021-03-13 08:00:00+08:00,2.127677
ENJ/USDT,11,2.10663,,2021-03-13 07:10:00+08:00,Crypto,OrderType.MARKET,USD,26746.9,562.9420042999951,-56.965803,2021-03-13 08:00:00+08:00,2.127677
ENJ/USDT,11,2.10663,,2021-03-13 07:10:00+08:00,Crypto,OrderType.MARKET,USD,294.2999999999993,4.985441999999974,-56.965803,2021-03-13 08:05:00+08:00,2.12357
ENJ/USDT,17,2.1,,2021-03-13 08:15:00+08:00,Crypto,OrderType.MARKET,USD,27230.8,452.8482039999918,-57.41862,2021-03-13 09:05:00+08:00,2.11663
ENJ/USDT,17,2.1,,2021-03-13 08:15:00+08:00,Crypto,OrderType.MARKET,USD,111.4,-1.9912750000000097,-57.41862,2021-03-13 09:45:00+08:00,2.082125
ENJ/USDT,17,2.1,,2021-03-13 08:15:00+08:00,Crypto,OrderType.MARKET,USD,1.4495071809506044e-12,-1.3908891105529641e-13,-57.41862,2021-03-13 10:50:00+08:00,2.004044
ENJ/USDT,26,1.97231,,2021-03-13 10:35:00+08:00,Crypto,OrderType.MARKET,USD,28789.9,913.618686599998,-57.75397,2021-03-13 10:50:00+08:00,2.004044
ENJ/USDT,26,1.97231,,2021-03-13 10:35:00+08:00,Crypto,OrderType.MARKET,USD,492.5,15.184267499999917,-57.75397,2021-03-13 11:20:00+08:00,2.003141
ENJ/USDT,30,1.93254,,2021-03-13 11:45:00+08:00,Crypto,OrderType.MARKET,USD,29219.1,2039.6977136999985,-58.565431,2021-03-13 13:05:00+08:00,2.002347
ENJ/USDT,30,1.93254,,2021-03-13 11:45:00+08:00,Crypto,OrderType.MARKET,USD,1085.8,87.60234400000009,-58.565431,2021-03-13 13:30:00+08:00,2.01322
ENJ/USDT,30,1.93254,,2021-03-13 11:45:00+08:00,Crypto,OrderType.MARKET,USD,2.9558577807620168e-12,2.681288151507039e-13,-58.565431,2021-03-13 16:05:00+08:00,2.023251
ENJ/USDT,39,1.9829,,2021-03-13 15:45:00+08:00,Crypto,OrderType.MARKET,USD,29907.799999999996,1206.8096378000007,-60.571646,2021-03-13 16:05:00+08:00,2.023251
ENJ/USDT,39,1.9829,,2021-03-13 15:45:00+08:00,Crypto,OrderType.MARKET,USD,639.2,60.96689599999988,-60.571646,2021-03-13 16:35:00+08:00,2.07828
ENJ/USDT,39,1.9829,,2021-03-13 15:45:00+08:00,Crypto,OrderType.MARKET,USD,4.320099833421409e-12,3.182315140293214e-13,-60.571646,2021-03-13 17:00:00+08:00,2.056563
ENJ/USDT,45,2.06397,,2021-03-13 16:50:00+08:00,Crypto,OrderType.MARKET,USD,29901.499999999996,-221.4804104999916,-61.715799,2021-03-13 17:00:00+08:00,2.056563
ENJ/USDT,45,2.06397,,2021-03-13 16:50:00+08:00,Crypto,OrderType.MARKET,USD,3.637978807091713e-12,-3.91446519643064e-14,-61.715799,2021-03-13 17:15:00+08:00,2.05321
ENJ/USDT,47,2.0315,,2021-03-13 17:05:00+08:00,Crypto,OrderType.MARKET,USD,29860.599999999995,648.2736260000034,-61.371412,2021-03-13 17:15:00+08:00,2.05321
ENJ/USDT,47,2.0315,,2021-03-13 17:05:00+08:00,Crypto,OrderType.MARKET,USD,349.3,12.249951000000054,-61.371412,2021-03-13 17:45:00+08:00,2.06657
ENJ/USDT,47,2.0315,,2021-03-13 17:05:00+08:00,Crypto,OrderType.MARKET,USD,6.536993168992922e-12,1.5353435856013844e-13,-61.371412,2021-03-13 18:10:00+08:00,2.054987
ENJ/USDT,53,2.0329,,2021-03-13 17:50:00+08:00,Crypto,OrderType.MARKET,USD,30095.499999999993,664.7193084999989,-61.907904,2021-03-13 18:10:00+08:00,2.054987
ENJ/USDT,53,2.0329,,2021-03-13 17:50:00+08:00,Crypto,OrderType.MARKET,USD,357.5,15.028227499999877,-61.907904,2021-03-13 18:15:00+08:00,2.074937
ENJ/USDT,53,2.0329,,2021-03-13 17:50:00+08:00,Crypto,OrderType.MARKET,USD,7.275957614183426e-12,1.4711986295878656e-13,-61.907904,2021-03-13 19:50:00+08:00,2.05312
ENJ/USDT,57,2.06278,,2021-03-13 19:15:00+08:00,Crypto,OrderType.MARKET,USD,30280.799999999992,-292.5125280000067,-62.462629,2021-03-13 19:50:00+08:00,2.05312
ENJ/USDT,57,2.06278,,2021-03-13 19:15:00+08:00,Crypto,OrderType.MARKET,USD,7.275957614183426e-12,-1.1168594937771702e-13,-62.462629,2021-03-13 21:35:00+08:00,2.04743
ENJ/USDT,60,2.01988,,2021-03-13 19:55:00+08:00,Crypto,OrderType.MARKET,USD,30282.399999999994,834.280119999992,-62.046068,2021-03-13 21:35:00+08:00,2.04743
ENJ/USDT,60,2.01988,,2021-03-13 19:55:00+08:00,Crypto,OrderType.MARKET,USD,435.3,16.36162109999992,-62.046068,2021-03-13 21:45:00+08:00,2.057467
ENJ/USDT,60,2.01988,,2021-03-13 19:55:00+08:00,Crypto,OrderType.MARKET,USD,6.536993168992922e-12,3.186784169884054e-13,-62.046068,2021-03-13 22:15:00+08:00,2.06863
ENJ/USDT,67,2.04708,,2021-03-13 21:50:00+08:00,Crypto,OrderType.MARKET,USD,30423.899999999994,655.6350450000122,-62.771047,2021-03-13 22:15:00+08:00,2.06863
ENJ/USDT,67,2.04708,,2021-03-13 21:50:00+08:00,Crypto,OrderType.MARKET,USD,239.8,0.3865576000000405,-62.771047,2021-03-13 22:25:00+08:00,2.048692
ENJ/USDT,67,2.04708,,2021-03-13 21:50:00+08:00,Crypto,OrderType.MARKET,USD,6.536993168992922e-12,3.3521700970595843e-13,-62.771047,2021-03-13 23:00:00+08:00,2.09836
ENJ/USDT,71,2.09245,,2021-03-13 22:45:00+08:00,Crypto,OrderType.MARKET,USD,30136.299999999992,178.10553300000242,-63.30017,2021-03-13 23:00:00+08:00,2.09836
ENJ/USDT,71,2.09245,,2021-03-13 22:45:00+08:00,Crypto,OrderType.MARKET,USD,115.4,0.529109000000007,-63.30017,2021-03-13 23:05:00+08:00,2.097035
ENJ/USDT,71,2.09245,,2021-03-13 22:45:00+08:00,Crypto,OrderType.MARKET,USD,8.72546479513403e-12,-8.93487595021727e-14,-63.30017,2021-03-13 23:15:00+08:00,2.08221
ENJ/USDT,74,2.08221,,2021-03-13 23:10:00+08:00,Crypto,OrderType.MARKET,USD,30419.09999999999,0.0,-63.352072,2021-03-13 23:15:00+08:00,2.08221
ENJ/USDT,74,2.08221,,2021-03-13 23:10:00+08:00,Crypto,OrderType.MARKET,USD,6.3,-0.5063625000000005,-63.352072,2021-03-14 01:15:00+08:00,2.001835
ENJ/USDT,74,2.08221,,2021-03-13 23:10:00+08:00,Crypto,OrderType.MARKET,USD,1.0186518295540736e-11,-9.760314370055302e-13,-63.352072,2021-03-14 01:35:00+08:00,1.986394
ENJ/USDT,77,1.9705,,2021-03-14 01:25:00+08:00,Crypto,OrderType.MARKET,USD,31797.099999999988,505.3831074000022,-63.224872,2021-03-14 01:35:00+08:00,1.986394
ENJ/USDT,77,1.9705,,2021-03-14 01:25:00+08:00,Crypto,OrderType.MARKET,USD,288.6,16.81758780000007,-63.224872,2021-03-14 03:10:00+08:00,2.028773
ENJ/USDT,77,1.9705,,2021-03-14 01:25:00+08:00,Crypto,OrderType.MARKET,USD,1.3073986337985843e-11,3.8241410038608587e-13,-63.224872,2021-03-14 04:00:00+08:00,1.99975
ENJ/USDT,81,2.0226,,2021-03-14 03:20:00+08:00,Crypto,OrderType.MARKET,USD,31454.499999999985,-718.7353250000078,-63.619872,2021-03-14 04:00:00+08:00,1.99975
ENJ/USDT,81,2.0226,,2021-03-14 03:20:00+08:00,Crypto,OrderType.MARKET,USD,1.4551915228366852e-11,-5.950278136879219e-13,-63.619872,2021-03-14 04:50:00+08:00,1.98171
ENJ/USDT,83,1.98102,,2021-03-14 04:05:00+08:00,Crypto,OrderType.MARKET,USD,31688.399999999987,21.86499600000251,-62.775354,2021-03-14 04:50:00+08:00,1.98171
ENJ/USDT,83,1.98102,,2021-03-14 04:05:00+08:00,Crypto,OrderType.MARKET,USD,1.4551915228366852e-11,6.446498446166419e-14,-62.775354,2021-03-14 07:35:00+08:00,1.98545
ENJ/USDT,86,1.93834,,2021-03-14 06:15:00+08:00,Crypto,OrderType.MARKET,USD,31533.899999999987,1485.562028999999,-62.671766,2021-03-14 07:35:00+08:00,1.98545
ENJ/USDT,86,1.93834,,2021-03-14 06:15:00+08:00,Crypto,OrderType.MARKET,USD,798.8,65.7252640000001,-62.671766,2021-03-14 08:25:00+08:00,2.02062
ENJ/USDT,86,1.93834,,2021-03-14 06:15:00+08:00,Crypto,OrderType.MARKET,USD,1.3869794202037156e-11,1.05292542684765e-12,-62.671766,2021-03-14 09:20:00+08:00,2.014255
ENJ/USDT,91,2.01985,,2021-03-14 09:00:00+08:00,Crypto,OrderType.MARKET,USD,31732.399999999987,-177.54277800000045,-64.094688,2021-03-14 09:20:00+08:00,2.014255
ENJ/USDT,91,2.01985,,2021-03-14 09:00:00+08:00,Crypto,OrderType.MARKET,USD,1.4551915228366852e-11,9.39617166295651e-13,-64.094688,2021-03-14 11:25:00+08:00,2.08442
ENJ/USDT,93,2.00006,,2021-03-14 09:50:00+08:00,Crypto,OrderType.MARKET,USD,30604.299999999985,2581.778748000005,-63.789514,2021-03-14 11:25:00+08:00,2.08442
ENJ/USDT,93,2.00006,,2021-03-14 09:50:00+08:00,Crypto,OrderType.MARKET,USD,1289.5,175.86200999999994,-63.789514,2021-03-14 11:35:00+08:00,2.13644
ENJ/USDT,93,2.00006,,2021-03-14 09:50:00+08:00,Crypto,OrderType.MARKET,USD,1.4551915228366852e-11,4.535395419225095e-12,-63.789514,2021-03-14 12:05:00+08:00,2.31173
ENJ/USDT,99,2.17373,,2021-03-14 11:45:00+08:00,Crypto,OrderType.MARKET,USD,28700.499999999985,3960.6689999999953,-66.41419,2021-03-14 12:05:00+08:00,2.31173
ENJ/USDT,99,2.17373,,2021-03-14 11:45:00+08:00,Crypto,OrderType.MARKET,USD,1852.6,241.28262400000023,-66.41419,2021-03-14 12:10:00+08:00,2.30397
ENJ/USDT,99,2.17373,,2021-03-14 11:45:00+08:00,Crypto,OrderType.MARKET,USD,1.318767317570746e-11,2.4203336579375926e-12,-66.41419,2021-03-14 12:25:00+08:00,2.35726
ENJ/USDT,104,2.30392,,2021-03-14 12:15:00+08:00,Crypto,OrderType.MARKET,USD,30332.199999999986,1617.9195479999976,-70.47507,2021-03-14 12:25:00+08:00,2.35726
ENJ/USDT,104,2.30392,,2021-03-14 12:15:00+08:00,Crypto,OrderType.MARKET,USD,257.0,20.29014999999996,-70.47507,2021-03-14 12:35:00+08:00,2.38287
ENJ/USDT,104,2.30392,,2021-03-14 12:15:00+08:00,Crypto,OrderType.MARKET,USD,1.4551915228366852e-11,-8.180359145626476e-13,-70.47507,2021-03-14 13:20:00+08:00,2.247705
ENJ/USDT,108,2.24101,,2021-03-14 13:00:00+08:00,Crypto,OrderType.MARKET,USD,31986.899999999987,214.15229549998946,-71.96914,2021-03-14 13:20:00+08:00,2.247705
ENJ/USDT,108,2.24101,,2021-03-14 13:00:00+08:00,Crypto,OrderType.MARKET,USD,127.7,3.871736299999998,-71.96914,2021-03-14 13:30:00+08:00,2.271329
ENJ/USDT,108,2.24101,,2021-03-14 13:00:00+08:00,Crypto,OrderType.MARKET,USD,1.1638690011750441e-11,5.84262238589875e-14,-71.96914,2021-03-14 14:05:00+08:00,2.24603
ENJ/USDT,111,2.24735,,2021-03-14 14:00:00+08:00,Crypto,OrderType.MARKET,USD,32056.79999999999,-42.31497599999248,-72.042849,2021-03-14 14:05:00+08:00,2.24603
ENJ/USDT,111,2.24735,,2021-03-14 14:00:00+08:00,Crypto,OrderType.MARKET,USD,1.0913936421275139e-11,5.076071829535073e-13,-72.042849,2021-03-14 14:25:00+08:00,2.29386
ENJ/USDT,113,2.29145,,2021-03-14 14:20:00+08:00,Crypto,OrderType.MARKET,USD,31358.599999999988,75.57422599999373,-71.856664,2021-03-14 14:25:00+08:00,2.29386
ENJ/USDT,113,2.29145,,2021-03-14 14:20:00+08:00,Crypto,OrderType.MARKET,USD,1.0913936421275139e-11,-3.636851033661538e-13,-71.856664,2021-03-14 15:15:00+08:00,2.258127
ENJ/USDT,115,2.25331,,2021-03-14 15:10:00+08:00,Crypto,OrderType.MARKET,USD,31759.39999999999,152.98502980000222,-71.788654,2021-03-14 15:15:00+08:00,2.258127
ENJ/USDT,115,2.25331,,2021-03-14 15:10:00+08:00,Crypto,OrderType.MARKET,USD,99.8,3.1229416000000096,-71.788654,2021-03-14 15:20:00+08:00,2.284602
ENJ/USDT,115,2.25331,,2021-03-14 15:10:00+08:00,Crypto,OrderType.MARKET,USD,1.0189182830799837e-11,9.275213130877086e-13,-71.788654,2021-03-14 16:10:00+08:00,2.34434
