code,id,price,stop_price,updated_at,asset_type,order_type,currency,quantity,pnl,pnl_net,exit_at,exit_price
ENJ/USDT,1,2.46478,,2021-03-14 22:45:00+08:00,Crypto,OrderType.MARKET,USD,79702.5,3151.197742499977,-199.799996,2021-03-14 22:55:00+08:00,2.504317
ENJ/USDT,1,2.46478,,2021-03-14 22:45:00+08:00,Crypto,OrderType.MARKET,USD,1359.5,40.186819999999436,-199.799996,2021-03-14 23:00:00+08:00,2.49434
ENJ/USDT,4,2.41,,2021-03-14 23:25:00+08:00,Crypto,OrderType.MARKET,USD,82276.3,4097.359739999987,-202.585805,2021-03-14 23:35:00+08:00,2.4598
ENJ/USDT,4,2.41,,2021-03-14 23:25:00+08:00,Crypto,OrderType.MARKET,USD,1784.199999999997,71.29663199999948,-202.585805,2021-03-14 23:40:00+08:00,2.44996
ENJ/USDT,7,2.33,,2021-03-14 23:55:00+08:00,Crypto,OrderType.MARKET,USD,80200.8,19267.440192000002,-206.341538,2021-03-15 00:30:00+08:00,2.57024
ENJ/USDT,7,2.33,,2021-03-14 23:55:00+08:00,Crypto,OrderType.MARKET,USD,8357.8,1922.3775780000003,-206.341538,2021-03-15 00:35:00+08:00,2.56001
ENJ/USDT,7,2.33,,2021-03-14 23:55:00+08:00,Crypto,OrderType.MARKET,USD,3.637978807091713e-12,1.2085220078006376e-12,-206.341538,2021-03-15 01:35:00+08:00,2.662196
ENJ/USDT,10,2.50481,,2021-03-15 00:50:00+08:00,Crypto,OrderType.MARKET,USD,85211.4,13411.081400399982,-227.076556,2021-03-15 01:35:00+08:00,2.662196
ENJ/USDT,10,2.50481,,2021-03-15 00:50:00+08:00,Crypto,OrderType.MARKET,USD,5444.8,825.1213264000012,-227.076556,2021-03-15 01:40:00+08:00,2.656353
ENJ/USDT,10,2.50481,,2021-03-15 00:50:00+08:00,Crypto,OrderType.MARKET,USD,2.7284841053187847e-12,4.877192623098384e-13,-227.076556,2021-03-15 02:00:00+08:00,2.683561
ENJ/USDT,14,2.60722,,2021-03-15 01:50:00+08:00,Crypto,OrderType.MARKET,USD,89653.3,6844.222575300019,-240.830736,2021-03-15 02:00:00+08:00,2.683561
ENJ/USDT,14,2.60722,,2021-03-15 01:50:00+08:00,Crypto,OrderType.MARKET,USD,2717.399999999994,193.88649000000026,-240.830736,2021-03-15 02:10:00+08:00,2.67857
ENJ/USDT,17,2.66,,2021-03-15 02:25:00+08:00,Crypto,OrderType.MARKET,USD,90647.9,6002.794585899967,-247.373616,2021-03-15 02:35:00+08:00,2.726221
ENJ/USDT,17,2.66,,2021-03-15 02:25:00+08:00,Crypto,OrderType.MARKET,USD,2349.7,86.91540299999966,-247.373616,2021-03-15 02:50:00+08:00,2.69699
ENJ/USDT,17,2.66,,2021-03-15 02:25:00+08:00,Crypto,OrderType.MARKET,USD,1.1823431123048067e-11,1.1488236850709648e-12,-247.373616,2021-03-15 03:20:00+08:00,2.757165
ENJ/USDT,21,2.66408,,2021-03-15 03:00:00+08:00,Crypto,OrderType.MARKET,USD,91653.59999999999,8531.575356000027,-252.956794,2021-03-15 03:20:00+08:00,2.757165
ENJ/USDT,21,2.66408,,2021-03-15 03:00:00+08:00,Crypto,OrderType.MARKET,USD,3297.3,467.32303170000074,-252.956794,2021-03-15 03:50:00+08:00,2.805809
ENJ/USDT,21,2.66408,,2021-03-15 03:00:00+08:00,Crypto,OrderType.MARKET,USD,2.7284841053187847e-12,1.362332113785676e-13,-252.956794,2021-03-15 04:25:00+08:00,2.71401
ENJ/USDT,24,2.6822,,2021-03-15 04:10:00+08:00,Crypto,OrderType.MARKET,USD,96258.4,3061.9797040000108,-261.432425,2021-03-15 04:25:00+08:00,2.71401
ENJ/USDT,24,2.6822,,2021-03-15 04:10:00+08:00,Crypto,OrderType.MARKET,USD,1211.0,26.36347000000008,-261.432425,2021-03-15 04:30:00+08:00,2.70397
ENJ/USDT,28,2.62246,,2021-03-15 04:45:00+08:00,Crypto,OrderType.MARKET,USD,97137.3,8989.765703100016,-263.992296,2021-03-15 05:20:00+08:00,2.715007
ENJ/USDT,28,2.62246,,2021-03-15 04:45:00+08:00,Crypto,OrderType.MARKET,USD,3528.5999999999913,288.07490399999983,-263.992296,2021-03-15 05:25:00+08:00,2.7041
ENJ/USDT,32,2.618,,2021-03-15 05:50:00+08:00,Crypto,OrderType.MARKET,USD,101670.3,6278.751046799992,-272.724129,2021-03-15 06:05:00+08:00,2.679756
ENJ/USDT,32,2.618,,2021-03-15 05:50:00+08:00,Crypto,OrderType.MARKET,USD,2502.399999999994,178.15586560000008,-272.724129,2021-03-15 06:25:00+08:00,2.689194
ENJ/USDT,35,2.66009,,2021-03-15 06:30:00+08:00,Crypto,OrderType.MARKET,USD,99965.3,12427.985991899997,-278.623147,2021-03-15 06:55:00+08:00,2.784413
ENJ/USDT,35,2.66009,,2021-03-15 06:30:00+08:00,Crypto,OrderType.MARKET,USD,4776.699999999997,901.4110570000013,-278.623147,2021-03-15 07:05:00+08:00,2.8488
ENJ/USDT,39,2.70916,,2021-03-15 07:20:00+08:00,Crypto,OrderType.MARKET,USD,101229.9,16830.078254400018,-291.369345,2021-03-15 08:15:00+08:00,2.875416
ENJ/USDT,39,2.70916,,2021-03-15 07:20:00+08:00,Crypto,OrderType.MARKET,USD,6319.8,949.1075640000013,-291.369345,2021-03-15 08:20:00+08:00,2.85934
ENJ/USDT,39,2.70916,,2021-03-15 07:20:00+08:00,Crypto,OrderType.MARKET,USD,2.7284841053187847e-12,2.54021870205183e-14,-291.369345,2021-03-15 08:50:00+08:00,2.71847
ENJ/USDT,42,2.71846,,2021-03-15 08:45:00+08:00,Crypto,OrderType.MARKET,USD,113494.7,1.1349470000074353,-308.530802,2021-03-15 08:50:00+08:00,2.71847
ENJ/USDT,44,2.72254,,2021-03-15 08:55:00+08:00,Crypto,OrderType.MARKET,USD,111106.7,5115.352468000009,-307.915462,2021-03-15 09:00:00+08:00,2.76858
ENJ/USDT,44,2.72254,,2021-03-15 08:55:00+08:00,Crypto,OrderType.MARKET,USD,1991.9,69.95552800000009,-307.915462,2021-03-15 09:05:00+08:00,2.75766
ENJ/USDT,44,2.72254,,2021-03-15 08:55:00+08:00,Crypto,OrderType.MARKET,USD,8.640199666842818e-12,-8.504548532073388e-13,-307.915462,2021-03-15 09:30:00+08:00,2.62411
ENJ/USDT,47,2.59335,,2021-03-15 09:20:00+08:00,Crypto,OrderType.MARKET,USD,119208.29999999999,3666.8473079999876,-312.475076,2021-03-15 09:30:00+08:00,2.62411
ENJ/USDT,47,2.59335,,2021-03-15 09:20:00+08:00,Crypto,OrderType.MARKET,USD,1282.6,72.99148340000012,-312.475076,2021-03-15 10:10:00+08:00,2.650259
ENJ/USDT,47,2.59335,,2021-03-15 09:20:00+08:00,Crypto,OrderType.MARKET,USD,5.9117155615240335e-12,6.727827894792436e-13,-312.475076,2021-03-15 11:35:00+08:00,2.707155
ENJ/USDT,51,2.66779,,2021-03-15 11:10:00+08:00,Crypto,OrderType.MARKET,USD,116457.2,4584.337678000011,-315.583283,2021-03-15 11:35:00+08:00,2.707155
ENJ/USDT,51,2.66779,,2021-03-15 11:10:00+08:00,Crypto,OrderType.MARKET,USD,1836.699999999997,-18.148432700000026,-315.583283,2021-03-15 12:00:00+08:00,2.657909
ENJ/USDT,55,2.56982,,2021-03-15 12:10:00+08:00,Crypto,OrderType.MARKET,USD,122076.0,5477.183891999999,-319.509832,2021-03-15 12:15:00+08:00,2.614687
ENJ/USDT,55,2.56982,,2021-03-15 12:10:00+08:00,Crypto,OrderType.MARKET,USD,2255.6,239.27404799999988,-319.509832,2021-03-15 12:40:00+08:00,2.6759
ENJ/USDT,55,2.56982,,2021-03-15 12:10:00+08:00,Crypto,OrderType.MARKET,USD,5.9117155615240335e-12,7.819426173227846e-13,-319.509832,2021-03-15 13:00:00+08:00,2.70209
ENJ/USDT,60,2.65828,,2021-03-15 12:45:00+08:00,Crypto,OrderType.MARKET,USD,120251.7,5268.226977000015,-324.576254,2021-03-15 13:00:00+08:00,2.70209
ENJ/USDT,60,2.65828,,2021-03-15 12:45:00+08:00,Crypto,OrderType.MARKET,USD,1848.4,133.11807119999986,-324.576254,2021-03-15 13:05:00+08:00,2.730298
ENJ/USDT,60,2.65828,,2021-03-15 12:45:00+08:00,Crypto,OrderType.MARKET,USD,8.640199666842818e-12,4.150924723944639e-13,-324.576254,2021-03-15 13:55:00+08:00,2.706322
