datetime,open,high,low,close,volume,lot_size
2021-02-26 00:00:00+08:00,0.5404,0.54197,0.52688,0.535,498051.8,0.1
2021-02-26 00:05:00+08:00,0.535,0.54206,0.5253,0.54032,639365.6,0.1
2021-02-26 00:10:00+08:00,0.54039,0.56095,0.53841,0.55976,654951.8,0.1
2021-02-26 00:15:00+08:00,0.55976,0.5634,0.54489,0.5495,461711.5,0.1
2021-02-26 00:20:00+08:00,0.54941,0.55276,0.54181,0.5456,398216.5,0.1
2021-02-26 00:25:00+08:00,0.54393,0.54557,0.53511,0.53701,257267.8,0.1
2021-02-26 00:30:00+08:00,0.53701,0.53701,0.52683,0.53107,629860.1,0.1
2021-02-26 00:35:00+08:00,0.53,0.53126,0.52277,0.52974,487465.6,0.1
2021-02-26 00:40:00+08:00,0.52998,0.53617,0.525,0.52808,311114.8,0.1
2021-02-26 00:45:00+08:00,0.52809,0.53477,0.52267,0.53031,287113.5,0.1
2021-02-26 00:50:00+08:00,0.53,0.53502,0.52723,0.53411,245371.9,0.1
2021-02-26 00:55:00+08:00,0.53371,0.53896,0.52885,0.53881,231417.5,0.1
2021-02-26 01:00:00+08:00,0.538,0.54403,0.53291,0.5438,278615.2,0.1
2021-02-26 01:05:00+08:00,0.54275,0.54411,0.5349,0.53602,254134.5,0.1
2021-02-26 01:10:00+08:00,0.53792,0.54555,0.53632,0.54462,267073.7,0.1
2021-02-26 01:15:00+08:00,0.54555,0.5597,0.54194,0.55501,400024.7,0.1
2021-02-26 01:20:00+08:00,0.55609,0.561,0.5543,0.55751,384376.8,0.1
2021-02-26 01:25:00+08:00,0.55724,0.56319,0.55429,0.55768,366523.2,0.1
2021-02-26 01:30:00+08:00,0.55633,0.55791,0.54685,0.54685,329518.8,0.1
2021-02-26 01:35:00+08:00,0.54685,0.55092,0.54266,0.54771,116149.3,0.1
2021-02-26 01:40:00+08:00,0.54873,0.55257,0.5466,0.54907,234752.8,0.1
2021-02-26 01:45:00+08:00,0.5502,0.55025,0.54004,0.54154,250301.9,0.1
2021-02-26 01:50:00+08:00,0.5418,0.54215,0.53529,0.53752,251388.2,0.1
2021-02-26 01:55:00+08:00,0.53608,0.54379,0.53501,0.53808,257614.7,0.1
2021-02-26 02:00:00+08:00,0.53873,0.54344,0.53343,0.54289,279506.9,0.1
2021-02-26 02:05:00+08:00,0.5429,0.55085,0.54117,0.54924,246939.1,0.1
2021-02-26 02:10:00+08:00,0.54752,0.55435,0.546,0.55246,316206.5,0.1
2021-02-26 02:15:00+08:00,0.55246,0.55677,0.55122,0.55445,284133.2,0.1
2021-02-26 02:20:00+08:00,0.5543,0.5577,0.54888,0.55728,283586.9,0.1
2021-02-26 02:25:00+08:00,0.55718,0.56484,0.55465,0.5634,281050.5,0.1
2021-02-26 02:30:00+08:00,0.56327,0.56396,0.55342,0.56218,103174.5,0.1
2021-02-26 02:35:00+08:00,0.56191,0.5737,0.55867,0.57321,503065.6,0.1
2021-02-26 02:40:00+08:00,0.5731,0.58588,0.56744,0.57928,801919.4,0.1
2021-02-26 02:45:00+08:00,0.5793,0.58007,0.56307,0.5644,526305.8,0.1
2021-02-26 02:50:00+08:00,0.56429,0.57,0.56216,0.56548,181276.9,0.1
2021-02-26 02:55:00+08:00,0.56598,0.5661,0.56107,0.56408,158406.7,0.1
