datetime,open,high,low,close,volume,lot_size
2020-11-28 00:00:00+08:00,17139.53,17190.0,16923.5,16990.27,8340.874873,1e-06
2020-11-28 04:00:00+08:00,16990.27,17067.14,16872.0,17014.72,5878.732779,1e-06
2020-11-28 08:00:00+08:00,17014.72,17257.97,16865.56,17160.29,9358.497756,1e-06
2020-11-28 12:00:00+08:00,17160.29,17530.46,17070.0,17517.04,14537.534291,1e-06
2020-11-28 16:00:00+08:00,17517.04,17840.0,17516.52,17814.5,17397.540091,1e-06
2020-11-28 20:00:00+08:00,17814.5,17880.49,17612.33,17719.85,9397.52018,1e-06
2020-11-29 00:00:00+08:00,17719.84,17886.21,17517.0,17867.48,7595.22314,1e-06
2020-11-29 04:00:00+08:00,17867.48,17867.49,17666.0,17817.34,5449.037556,1e-06
2020-11-29 08:00:00+08:00,17817.34,18250.0,17803.78,18090.44,15429.95137,1e-06
2020-11-29 12:00:00+08:00,18089.75,18194.13,17882.82,18119.97,9853.317451,1e-06
2020-11-29 16:00:00+08:00,18119.97,18147.0,17926.0,18042.86,7368.469263,1e-06
2020-11-29 20:00:00+08:00,18042.85,18360.05,18027.82,18184.99,9633.017523,1e-06
2020-11-30 00:00:00+08:00,18185.0,18593.81,18184.99,18579.5,12777.103524,1e-06
2020-11-30 04:00:00+08:00,18579.67,18677.0,18450.0,18623.0,7454.809079,1e-06
2020-11-30 08:00:00+08:00,18623.05,18655.0,18326.03,18600.95,12929.09558,1e-06
2020-11-30 12:00:00+08:00,18600.94,19863.16,18600.94,19291.88,45982.572965,1e-06
2020-11-30 16:00:00+08:00,19291.88,19579.0,19011.1,19259.98,22175.793122,1e-06
2020-11-30 20:00:00+08:00,19259.98,19747.05,19170.78,19695.87,14144.092618,1e-06
2020-12-01 00:00:00+08:00,19695.87,19720.0,19340.0,19419.74,12570.899335,1e-06
2020-12-01 04:00:00+08:00,19419.73,19546.81,19281.38,19515.63,12160.743244,1e-06
2020-12-01 08:00:00+08:00,19515.62,19888.0,18886.0,19425.0,28164.359574,1e-06
2020-12-01 12:00:00+08:00,19425.4,19489.3,18001.12,19263.37,46986.234611,1e-06
2020-12-01 16:00:00+08:00,19263.36,19325.83,18611.88,19069.79,18487.203308,1e-06
2020-12-01 20:00:00+08:00,19069.79,19211.0,18725.0,18764.96,9329.32258,1e-06
2020-12-02 00:00:00+08:00,18764.96,18972.12,18433.0,18618.25,11809.352937,1e-06
2020-12-02 04:00:00+08:00,18618.0,19135.0,18330.0,19124.48,15385.762449,1e-06
2020-12-02 08:00:00+08:00,19124.49,19342.0,18977.03,19127.31,14708.534803,1e-06
2020-12-02 12:00:00+08:00,19127.31,19250.7,18728.38,18891.57,16270.333734,1e-06
2020-12-02 16:00:00+08:00,18891.57,19139.06,18770.0,19101.1,10317.117145,1e-06
2020-12-02 20:00:00+08:00,19101.1,19260.0,19044.85,19204.09,7419.91241,1e-06
2020-12-03 00:00:00+08:00,19204.08,19299.0,18940.0,19087.0,8465.598244,1e-06
2020-12-03 04:00:00+08:00,19087.01,19250.0,18867.2,19208.11,8707.843165,1e-06
2020-12-03 08:00:00+08:00,19208.11,19450.0,19097.6,19396.5,18179.656626,1e-06
2020-12-03 12:00:00+08:00,19396.49,19536.2,19219.78,19535.0,11910.345111,1e-06
